Wall time,Step,Value
1722539110.979959,0,0.08771929889917374
1722539111.877811,1,0.10175438225269318
1722539113.0204,2,0.11929824203252792
1722539114.027589,3,0.09122806787490845
1722539115.161192,4,0.07017543911933899
1722539116.028311,5,0.09122806787490845
1722539116.91263,6,0.10175438225269318
1722539118.148619,7,0.10175438225269318
1722539119.015988,8,0.1122807040810585
1722539119.898157,9,0.1473684161901474
1722539120.807673,10,0.19298245012760162
1722539121.713118,11,0.20350876450538635
1722539122.564822,12,0.09824561327695847
1722539123.459707,13,0.0736842080950737
1722539124.369048,14,0.09122806787490845
1722539125.604139,15,0.1473684161901474
1722539126.479663,16,0.12631578743457794
1722539127.368709,17,0.15438596904277802
1722539128.249144,18,0.16140350699424744
1722539129.16929,19,0.13333334028720856
1722539130.115105,20,0.13684210181236267
1722539131.047208,21,0.15438596904277802
1722539131.96102,22,0.1508771926164627
1722539132.886966,23,0.1859649121761322
1722539134.119591,24,0.17543859779834747
1722539135.025991,25,0.2596491277217865
1722539135.968455,26,0.2561403512954712
1722539137.217086,27,0.30877193808555603
1722539138.462351,28,0.08070175349712372
1722539139.400638,29,0.11578947305679321
1722539140.396992,30,0.1122807040810585
1722539141.373046,31,0.12982456386089325
1722539142.409602,32,0.13333334028720856
1722539143.391342,33,0.09122806787490845
1722539144.361042,34,0.1473684161901474
1722539145.357439,35,0.12280701845884323
1722539146.29221,36,0.16140350699424744
1722539147.551794,37,0.1087719276547432
1722539148.507313,38,0.20000000298023224
1722539149.535658,39,0.17192982137203217
1722539150.558785,40,0.2175438553094864
1722539151.537153,41,0.19298245012760162
1722539152.501985,42,0.19298245012760162
1722539153.461944,43,0.1859649121761322
1722539154.4884,44,0.23508772253990173
1722539155.702386,45,0.2210526317358017
1722539156.649808,46,0.23157894611358643
1722539157.640022,47,0.1894736886024475
1722539158.861568,48,0.22807016968727112
1722539160.143024,49,0.20701754093170166
1722539161.191933,50,0.21052631735801697
1722539162.170051,51,0.3017543852329254
1722539163.427922,52,0.23157894611358643
1722539164.399882,53,0.2666666805744171
1722539165.379458,54,0.2561403512954712
1722539166.395994,55,0.22807016968727112
1722539167.387517,56,0.2631579041481018
1722539168.529075,57,0.2596491277217865
1722539169.736805,58,0.22807016968727112
1722539170.979662,59,0.24912281334400177
1722539172.286132,60,0.2877193093299866
1722539173.670978,61,0.2666666805744171
1722539174.93554,62,0.31578946113586426
1722539176.096869,63,0.2877193093299866
1722539177.145876,64,0.3052631616592407
1722539178.148445,65,0.31929823756217957
1722539179.190578,66,0.22807016968727112
1722539180.207026,67,0.2526315748691559
1722539181.313324,68,0.28421053290367126
1722539182.331781,69,0.2912280559539795
1722539183.336189,70,0.31929823756217957
1722539184.373512,71,0.31929823756217957
1722539185.376409,72,0.2982456088066101
1722539186.395528,73,0.2982456088066101
1722539187.444435,74,0.3368421196937561
1722539188.530206,75,0.3298245668411255
1722539189.543209,76,0.28070175647735596
1722539190.57822,77,0.27368420362472534
1722539191.647292,78,0.2877193093299866
1722539192.688445,79,0.31228071451187134
1722539193.75299,80,0.3824561536312103
1722539194.761267,81,0.3824561536312103
1722539195.788202,82,0.38947367668151855
1722539196.844286,83,0.3614034950733185
1722539197.860473,84,0.34736841917037964
1722539198.891305,85,0.31228071451187134
1722539199.947665,86,0.3614034950733185
1722539200.977013,87,0.30877193808555603
1722539202.064637,88,0.39649122953414917
1722539203.298409,89,0.35438597202301025
1722539204.338672,90,0.378947377204895
1722539205.5807,91,0.3754386007785797
1722539206.796427,92,0.34385964274406433
1722539207.812188,93,0.42456141114234924
1722539208.861876,94,0.35087719559669495
1722539209.974021,95,0.3052631616592407
1722539210.991675,96,0.3052631616592407
1722539212.111276,97,0.3754386007785797
1722539213.257666,98,0.3649122714996338
1722539214.307604,99,0.4035087823867798
1722539215.379205,100,0.42456141114234924
1722539216.39906,101,0.340350866317749
1722539217.449675,102,0.13684210181236267
1722539218.470211,103,0.1508771926164627
1722539219.47916,104,0.17192982137203217
1722539220.602905,105,0.19298245012760162
1722539221.634127,106,0.19298245012760162
1722539222.702089,107,0.21403509378433228
1722539223.769619,108,0.1859649121761322
1722539224.796196,109,0.23157894611358643
1722539225.809643,110,0.19649122655391693
1722539226.860151,111,0.2877193093299866
1722539227.894529,112,0.23157894611358643
1722539228.920048,113,0.27368420362472534
1722539229.975544,114,0.2877193093299866
1722539230.993008,115,0.2666666805744171
1722539232.087103,116,0.27017542719841003
1722539233.324701,117,0.2596491277217865
1722539234.344161,118,0.27017542719841003
1722539235.429002,119,0.3052631616592407
1722539236.463087,120,0.23508772253990173
1722539237.478681,121,0.224561408162117
1722539238.556582,122,0.24210526049137115
1722539239.589731,123,0.23508772253990173
1722539240.652496,124,0.3228070139884949
1722539241.742253,125,0.30877193808555603
1722539242.848908,126,0.34385964274406433
1722539243.866447,127,0.3228070139884949
1722539245.165403,128,0.28421053290367126
1722539246.206342,129,0.31929823756217957
1722539247.271177,130,0.3017543852329254
1722539248.550767,131,0.34385964274406433
1722539249.605693,132,0.35789474844932556
1722539250.671106,133,0.34385964274406433
1722539251.721149,134,0.3228070139884949
1722539252.841673,135,0.3298245668411255
1722539253.903126,136,0.3614034950733185
1722539254.954133,137,0.410526305437088
1722539256.009767,138,0.35438597202301025
1722539257.067921,139,0.3298245668411255
1722539258.10756,140,0.3684210479259491
1722539259.169804,141,0.42105263471603394
1722539260.252474,142,0.38947367668151855
1722539261.300684,143,0.3263157904148102
1722539262.384333,144,0.35789474844932556
1722539263.493289,145,0.35087719559669495
1722539264.502476,146,0.42105263471603394
1722539265.577413,147,0.449122816324234
1722539266.597893,148,0.45614033937454224
1722539267.613341,149,0.38947367668151855
1722539268.674304,150,0.41754385828971863
1722539269.734271,151,0.42807018756866455
1722539270.8729,152,0.4842105209827423
1722539271.959732,153,0.5087719559669495
1722539273.066645,154,0.4526315927505493
1722539274.147044,155,0.42456141114234924
1722539275.261422,156,0.3754386007785797
1722539276.348706,157,0.47017544507980347
1722539277.467157,158,0.4526315927505493
1722539278.674739,159,0.5263158082962036
1722539279.887614,160,0.4912280738353729
1722539281.245717,161,0.45614033937454224
1722539283.540461,162,0.5017544031143188
1722539284.602247,163,0.557894766330719
1722539285.645737,164,0.5789473652839661
1722539286.70606,165,0.5263158082962036
1722539287.749587,166,0.4526315927505493
1722539288.79326,167,0.38596490025520325
1722539290.077879,168,0.41754385828971863
1722539291.128641,169,0.5122807025909424
1722539292.194978,170,0.5438596606254578
1722539293.51107,171,0.5473684072494507
1722539294.571282,172,0.5087719559669495
1722539295.675593,173,0.5964912176132202
1722539296.741755,174,0.27017542719841003
1722539297.800371,175,0.30877193808555603
1722539298.894423,176,0.39649122953414917
1722539299.936989,177,0.378947377204895
1722539300.985644,178,0.35087719559669495
1722539302.071717,179,0.4771929681301117
1722539303.135664,180,0.5298245549201965
1722539304.294436,181,0.49473685026168823
1722539305.448527,182,0.4877192974090576
1722539306.492149,183,0.2912280559539795
1722539307.564807,184,0.41754385828971863
1722539309.022435,185,0.46666666865348816
1722539310.186312,186,0.4912280738353729
1722539311.362149,187,0.5157894492149353
1722539312.407172,188,0.4385964870452881
1722539313.579006,189,0.4000000059604645
1722539314.693581,190,0.4000000059604645
1722539315.816191,191,0.5543859601020813
1722539316.913095,192,0.5473684072494507
1722539317.976978,193,0.5859649181365967
1722539319.22381,194,0.5017544031143188
1722539320.301575,195,0.5894736647605896
1722539321.422356,196,0.659649133682251
1722539322.504758,197,0.6491228342056274
1722539323.569086,198,0.4736842215061188
1722539324.825446,199,0.41754385828971863
1722539325.899659,200,0.4035087823867798
1722539326.958313,201,0.4421052634716034
1722539328.018157,202,0.42807018756866455
1722539329.275975,203,0.4000000059604645
1722539330.368423,204,0.4000000059604645
1722539331.450859,205,0.49473685026168823
1722539332.51625,206,0.5333333611488342
1722539333.554879,207,0.5684210658073425
1722539334.870111,208,0.582456111907959
1722539335.944047,209,0.557894766330719
1722539336.999387,210,0.5368421077728271
1722539338.07124,211,0.5649122595787048
1722539339.163814,212,0.5719298124313354
1722539340.241895,213,0.6350877285003662
1722539341.311579,214,0.47017544507980347
1722539342.35444,215,0.5473684072494507
1722539343.441126,216,0.49473685026168823
1722539344.545405,217,0.6000000238418579
1722539345.726434,218,0.6421052813529968
1722539346.780458,219,0.5368421077728271
1722539347.824377,220,0.49824562668800354
1722539348.847314,221,0.5684210658073425
1722539349.93275,222,0.5684210658073425
1722539351.142011,223,0.5157894492149353
1722539352.191222,224,0.6280701756477356
1722539353.457776,225,0.6280701756477356
1722539354.551408,226,0.6140350699424744
1722539355.808194,227,0.5473684072494507
1722539356.832109,228,0.5087719559669495
1722539357.878332,229,0.5438596606254578
1722539358.941966,230,0.5438596606254578
1722539359.985404,231,0.6000000238418579
1722539361.240145,232,0.6175438761711121
1722539362.292827,233,0.6175438761711121
1722539363.316191,234,0.6350877285003662
1722539364.447831,235,0.5614035129547119
1722539365.511776,236,0.6140350699424744
1722539366.533946,237,0.6982455849647522
1722539367.601815,238,0.5228070020675659
1722539368.713947,239,0.582456111907959
1722539369.754696,240,0.5122807025909424
1722539370.822042,241,0.5333333611488342
1722539371.860369,242,0.6140350699424744
1722539372.901262,243,0.6245614290237427
1722539373.97257,244,0.6771929860115051
1722539375.059871,245,0.6631578803062439
1722539376.11602,246,0.6736842393875122
1722539377.186262,247,0.6280701756477356
1722539378.214483,248,0.6385964751243591
1722539379.273387,249,0.6526315808296204
1722539380.305932,250,0.6561403274536133
1722539381.353545,251,0.6877192854881287
1722539382.619224,252,0.7017543911933899
1722539383.671147,253,0.7157894968986511
1722539384.762712,254,0.6456140279769897
1722539385.999947,255,0.6175438761711121
1722539387.033643,256,0.621052622795105
1722539388.07866,257,0.6842105388641357
1722539389.160645,258,0.7368420958518982
1722539390.18907,259,0.6736842393875122
1722539391.477425,260,0.5228070020675659
1722539392.515181,261,0.5122807025909424
1722539393.55419,262,0.6175438761711121
1722539394.598525,263,0.6456140279769897
1722539395.714963,264,0.6982455849647522
1722539396.741391,265,0.6350877285003662
1722539397.777571,266,0.6631578803062439
1722539398.846102,267,0.7017543911933899
1722539399.883399,268,0.680701732635498
1722539400.974019,269,0.6982455849647522
1722539402.144929,270,0.7157894968986511
1722539403.176301,271,0.6666666865348816
1722539404.214768,272,0.6631578803062439
1722539405.282503,273,0.75789475440979
1722539406.331655,274,0.6947368383407593
1722539407.3639,275,0.5684210658073425
1722539408.386768,276,0.7052631378173828
1722539409.446337,277,0.680701732635498
1722539410.483641,278,0.6491228342056274
1722539411.505591,279,0.7263157963752747
1722539412.560065,280,0.6491228342056274
1722539413.762307,281,0.659649133682251
1722539414.78699,282,0.7438596487045288
1722539416.119174,283,0.7543859481811523
1722539417.140754,284,0.761403501033783
1722539418.143495,285,0.6421052813529968
1722539419.203375,286,0.6140350699424744
1722539420.226555,287,0.6947368383407593
1722539421.275402,288,0.722806990146637
1722539422.314146,289,0.7052631378173828
1722539423.349609,290,0.7649123072624207
1722539424.395999,291,0.7508772015571594
1722539425.41113,292,0.7122806906700134
1722539426.495863,293,0.7263157963752747
1722539427.559731,294,0.7964912056922913
1722539428.614408,295,0.6561403274536133
1722539429.638512,296,0.5157894492149353
1722539430.695581,297,0.3719298243522644
1722539431.742942,298,0.5087719559669495
1722539432.784278,299,0.5964912176132202
1722539433.844382,300,0.6315789222717285
1722539434.876564,301,0.7052631378173828
1722539435.973691,302,0.7263157963752747
1722539437.037356,303,0.7122806906700134
1722539438.05709,304,0.7684210538864136
1722539439.101583,305,0.7929824590682983
1722539440.168527,306,0.46315789222717285
1722539441.183924,307,0.17192982137203217
1722539442.29037,308,0.20701754093170166
1722539443.336363,309,0.19298245012760162
1722539444.347709,310,0.17192982137203217
1722539445.406038,311,0.19649122655391693
1722539446.485809,312,0.23508772253990173
1722539447.504279,313,0.2210526317358017
1722539448.559109,314,0.28421053290367126
1722539449.569662,315,0.27017542719841003
1722539450.659094,316,0.27017542719841003
1722539451.862798,317,0.35789474844932556
1722539452.878123,318,0.35087719559669495
1722539453.90365,319,0.31578946113586426
1722539454.991663,320,0.28421053290367126
1722539456.22317,321,0.3228070139884949
1722539457.275896,322,0.3052631616592407
1722539458.338763,323,0.38596490025520325
1722539459.548933,324,0.3614034950733185
1722539460.610895,325,0.39298245310783386
1722539461.656796,326,0.46315789222717285
1722539462.678702,327,0.34736841917037964
1722539463.716809,328,0.3228070139884949
1722539464.739461,329,0.35087719559669495
1722539465.761064,330,0.410526305437088
1722539466.870424,331,0.4350877106189728
1722539467.890634,332,0.519298255443573
1722539468.913488,333,0.3052631616592407
1722539469.956136,334,0.340350866317749
1722539471.014835,335,0.30877193808555603
1722539472.296919,336,0.41754385828971863
1722539473.668885,337,0.46315789222717285
1722539474.914899,338,0.43157893419265747
1722539476.186756,339,0.45964911580085754
1722539477.510731,340,0.4421052634716034
1722539478.740924,341,0.5017544031143188
1722539479.897445,342,0.46666666865348816
1722539481.059616,343,0.5017544031143188
1722539482.255887,344,0.47017544507980347
1722539483.339813,345,0.4877192974090576
1722539484.467539,346,0.5543859601020813
1722539485.548923,347,0.47017544507980347
1722539486.649437,348,0.5508772134780884
1722539487.778876,349,0.5403508543968201
1722539488.894973,350,0.5368421077728271
1722539489.974988,351,0.49473685026168823
1722539491.088575,352,0.5263158082962036
1722539492.24862,353,0.5157894492149353
1722539493.386848,354,0.5754386186599731
1722539494.461804,355,0.5719298124313354
1722539495.542196,356,0.49473685026168823
1722539496.649295,357,0.5052631497383118
1722539497.802847,358,0.5438596606254578
1722539498.856899,359,0.5719298124313354
1722539500.102267,360,0.5017544031143188
1722539501.114453,361,0.5403508543968201
1722539502.115094,362,0.6491228342056274
1722539503.159309,363,0.5719298124313354
1722539504.163413,364,0.582456111907959
1722539505.195683,365,0.6245614290237427
1722539506.242383,366,0.6140350699424744
1722539507.304165,367,0.5508772134780884
1722539508.345246,368,0.5508772134780884
1722539509.359113,369,0.659649133682251
1722539510.380045,370,0.6701754331588745
1722539511.651698,371,0.6561403274536133
1722539512.922529,372,0.5859649181365967
1722539513.913623,373,0.6912280917167664
1722539514.996286,374,0.6491228342056274
1722539516.013175,375,0.5298245549201965
1722539517.011579,376,0.46666666865348816
1722539518.106144,377,0.4877192974090576
1722539519.166248,378,0.4912280738353729
1722539520.196942,379,0.5614035129547119
1722539521.252648,380,0.6070175170898438
1722539522.261602,381,0.6491228342056274
1722539523.294237,382,0.6842105388641357
1722539524.321274,383,0.6947368383407593
1722539525.312588,384,0.5964912176132202
1722539526.351086,385,0.6456140279769897
1722539527.371676,386,0.6736842393875122
1722539528.430992,387,0.7052631378173828
1722539529.670481,388,0.6736842393875122
1722539530.68919,389,0.7017543911933899
1722539531.911919,390,0.43157893419265747
1722539533.124139,391,0.4070175290107727
1722539534.128783,392,0.4140350818634033
1722539535.415136,393,0.49824562668800354
1722539536.412413,394,0.5789473652839661
1722539537.413758,395,0.6456140279769897
1722539538.513335,396,0.6526315808296204
1722539539.522174,397,0.5894736647605896
1722539540.528333,398,0.6456140279769897
1722539541.558553,399,0.6280701756477356
1722539542.572307,400,0.6701754331588745
1722539543.595581,401,0.6877192854881287
1722539544.649061,402,0.6385964751243591
1722539545.67021,403,0.5298245549201965
1722539546.67571,404,0.6245614290237427
1722539547.980477,405,0.6385964751243591
1722539549.028198,406,0.7052631378173828
1722539550.015075,407,0.7087719440460205
1722539551.047042,408,0.7087719440460205
1722539552.063856,409,0.7122806906700134
1722539553.067764,410,0.6070175170898438
1722539554.115577,411,0.6035087704658508
1722539555.133975,412,0.6385964751243591
1722539556.158902,413,0.5228070020675659
1722539557.199448,414,0.5543859601020813
1722539558.271356,415,0.6526315808296204
1722539559.331851,416,0.7052631378173828
1722539560.357669,417,0.7333333492279053
1722539561.342912,418,0.6912280917167664
1722539562.384812,419,0.6877192854881287
1722539563.416655,420,0.6736842393875122
1722539564.454907,421,0.7508772015571594
1722539565.497289,422,0.7719298005104065
1722539566.500679,423,0.680701732635498
1722539567.493249,424,0.6280701756477356
1722539568.855866,425,0.6912280917167664
1722539569.872841,426,0.7087719440460205
1722539570.958666,427,0.7368420958518982
1722539571.995605,428,0.7017543911933899
1722539573.004448,429,0.7122806906700134
1722539574.265407,430,0.6631578803062439
1722539575.563386,431,0.7473683953285217
1722539576.821053,432,0.7719298005104065
1722539577.969762,433,0.680701732635498
1722539579.077042,434,0.7017543911933899
1722539580.305574,435,0.6350877285003662
1722539581.305299,436,0.7298245429992676
1722539582.333408,437,0.75789475440979
1722539583.359965,438,0.7087719440460205
1722539584.571536,439,0.7122806906700134
1722539585.582317,440,0.7263157963752747
1722539586.616987,441,0.722806990146637
1722539587.624367,442,0.6666666865348816
1722539588.653045,443,0.6175438761711121
1722539589.931906,444,0.6105263233184814
1722539590.942316,445,0.7052631378173828
1722539591.959515,446,0.722806990146637
1722539593.180544,447,0.6526315808296204
1722539594.184559,448,0.6947368383407593
1722539595.221189,449,0.7052631378173828
1722539596.277777,450,0.6877192854881287
1722539597.279746,451,0.6421052813529968
1722539598.326062,452,0.6736842393875122
1722539599.404464,453,0.719298243522644
1722539600.562204,454,0.7719298005104065
1722539601.579943,455,0.7017543911933899
1722539602.584882,456,0.7929824590682983
1722539603.59437,457,0.719298243522644
1722539604.632035,458,0.7298245429992676
1722539605.671045,459,0.6736842393875122
1722539606.679341,460,0.6982455849647522
